DDI-MedLine.d0.s0|DDI-MedLine.d0.s0.e0|DDI-MedLine.d0.s0.e1|0|null
DDI-MedLine.d0.s1|DDI-MedLine.d0.s1.e0|DDI-MedLine.d0.s1.e1|0|null
DDI-MedLine.d0.s1|DDI-MedLine.d0.s1.e0|DDI-MedLine.d0.s1.e2|0|null
DDI-MedLine.d0.s1|DDI-MedLine.d0.s1.e1|DDI-MedLine.d0.s1.e2|0|null
DDI-MedLine.d0.s4|DDI-MedLine.d0.s4.e0|DDI-MedLine.d0.s4.e1|1|mechanism
DDI-MedLine.d1.s1|DDI-MedLine.d1.s1.e0|DDI-MedLine.d1.s1.e1|0|null
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e0|DDI-MedLine.d1.s5.e1|1|advise
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e0|DDI-MedLine.d1.s5.e2|1|advise
DDI-MedLine.d1.s5|DDI-MedLine.d1.s5.e1|DDI-MedLine.d1.s5.e2|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e1|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e2|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e3|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e0|DDI-MedLine.d1.s6.e4|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e2|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e3|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e1|DDI-MedLine.d1.s6.e4|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e2|DDI-MedLine.d1.s6.e3|0|null
DDI-MedLine.d1.s6|DDI-MedLine.d1.s6.e2|DDI-MedLine.d1.s6.e4|0|null
